Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
681;IPG;The Interpublic Group of Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4606901001;;1,00;0,01000;USD;14.06.2017 0:00:00
682;IPGP;IPG Photonics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US44980X1090;;1,00;0,01000;USD;31.01.2019 0:00:00
683;IQV;IQVIA Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US46266C1053;;1,00;0,01000;USD;04.04.2019 0:00:00
684;IR;Ingersoll Rand Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45687V1061;;1,00;0,01000;USD;06.03.2020 0:00:00
685;IRBT;iRobot Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4627261005;;1,00;0,01000;USD;04.04.2019 0:00:00
686;IRDM;Iridium Communications Inc.;Акции;Акции иностранного эмитента обыкновенные;;US46269C1027;;1,00;0,01000;USD;04.12.2020 0:00:00
687;IRM;Iron Mountain Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US46284V1017;;1,00;0,01000;USD;01.06.2017 0:00:00
688;IRTC;iRhythm Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4500561067;;1,00;0,01000;USD;05.08.2019 0:00:00
689;ISRG;Intuitive Surgical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US46120E6023;;1,00;0,01000;USD;14.06.2017 0:00:00
690;IT;Gartner, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3666511072;;1,00;0,01000;USD;31.08.2017 0:00:00
691;ITCI;Intra-Cellular Therapies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US46116X1019;;1,00;0,01000;USD;04.12.2020 0:00:00
692;ITGR;Integer Holdings Corporation;Акции;Акции иностранного эмитента обыкновенные;;US45826H1095;;1,00;0,01000;USD;31.10.2019 0:00:00
693;ITRI;Itron, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4657411066;;1,00;0,01000;USD;11.06.2019 0:00:00
694;ITT;ITT Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45073V1089;;1,00;0,01000;USD;18.05.2020 0:00:00
695;ITW;Illinois Tool Works Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4523081093;;1,00;0,01000;USD;19.10.2016 0:00:00
696;IVZ;Invesco Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG491BT1088;;1,00;0,01000;USD;01.06.2017 0:00:00
697;J;Jacobs Engineering Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4698141078;;1,00;0,01000;USD;19.10.2016 0:00:00
698;JACK;Jack in the Box Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4663671091;;1,00;0,01000;USD;18.05.2020 0:00:00
699;JBHT;J.B. Hunt Transport Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4456581077;;1,00;0,01000;USD;19.10.2016 0:00:00
700;JBL;Jabil Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4663131039;;1,00;0,01000;USD;04.12.2020 0:00:00
701;JBSS;John B. Sanfilippo & Son, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8004221078;;1,00;0,01000;USD;28.02.2019 0:00:00
702;JBT;John Bean Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4778391049;;1,00;0,01000;USD;29.07.2020 0:00:00
703;JCI;Johnson Controls International plc;Акции;Акции иностранного эмитента обыкновенные;;IE00BY7QL619;;1,00;0,01000;USD;31.08.2017 0:00:00
704;JCOM;j2 Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48123V1026;;1,00;0,01000;USD;31.01.2019 0:00:00
705;JEF;Jefferies Financial Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US47233W1099;;1,00;0,01000;USD;14.06.2017 0:00:00
706;JELD;JELD-WEN Holding, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US47580P1030;;1,00;0,01000;USD;05.08.2019 0:00:00
707;JJSF;J & J Snack Foods Corp.;Акции;Акции иностранного эмитента обыкновенные;;US4660321096;;1,00;0,01000;USD;29.07.2020 0:00:00
708;JKHY;Jack Henry & Associates, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4262811015;;1,00;0,01000;USD;31.01.2019 0:00:00
709;JLL;Jones Lang LaSalle Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US48020Q1076;;1,00;0,01000;USD;31.01.2019 0:00:00
710;JNJ;Johnson & Johnson;Акции;Акции иностранного эмитента обыкновенные;;US4781601046;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
711;JNPR;Juniper Networks, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48203R1041;;1,00;0,01000;USD;01.06.2017 0:00:00
712;JOUT;Johnson Outdoors Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US4791671088;;1,00;0,01000;USD;28.02.2019 0:00:00
713;JPM;JPMorgan Chase & Co.;Акции;Акции иностранного эмитента обыкновенные;;US46625H1005;;1,00;0,01000;USD;19.10.2016 0:00:00
714;JWN;Nordstrom, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6556641008;;1,00;0,01000;USD;01.06.2017 0:00:00
715;K;Kellogg Company;Акции;Акции иностранного эмитента обыкновенные;;US4878361082;;1,00;0,01000;USD;01.06.2017 0:00:00
716;KAI;Kadant Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48282T1043;;1,00;0,01000;USD;29.07.2020 0:00:00
717;KALU;Kaiser Aluminum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4830077040;;1,00;0,01000;USD;28.02.2019 0:00:00
718;KBH;KB Home;Акции;Акции иностранного эмитента обыкновенные;;US48666K1097;;1,00;0,01000;USD;04.12.2020 0:00:00
719;KCEL;Kcell Joint Stock Company;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00000876;;1,00;0,10000;RUB;07.03.2019 0:00:00
720;KDP;Keurig Dr Pepper Inc.;Акции;Акции иностранного эмитента обыкновенные;;US49271V1008;;1,00;0,01000;USD;26.04.2017 0:00:00
721;KEX;Kirby Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4972661064;;1,00;0,01000;USD;28.02.2019 0:00:00
722;KEY;KeyCorp;Акции;Акции иностранного эмитента обыкновенные;;US4932671088;;1,00;0,01000;USD;01.06.2017 0:00:00
723;KEYS;Keysight Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US49338L1035;;1,00;0,01000;USD;31.01.2019 0:00:00
724;KFY;Korn Ferry;Акции;Акции иностранного эмитента обыкновенные;;US5006432000;;1,00;0,01000;USD;04.04.2019 0:00:00
725;KHC;The Kraft Heinz Company;Акции;Акции иностранного эмитента обыкновенные;;US5007541064;;1,00;0,01000;USD;18.05.2017 0:00:00
726;KIDS;OrthoPediatrics Corp.;Акции;Акции иностранного эмитента обыкновенные;;US68752L1008;;1,00;0,01000;USD;29.07.2020 0:00:00
727;KIM;Kimco Realty Corporation;Акции;Акции иностранного эмитента обыкновенные;;US49446R1095;;1,00;0,01000;USD;14.06.2017 0:00:00
728;KKR;KKR & Co. Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48251W1045;;1,00;0,01000;USD;04.12.2020 0:00:00
729;KLAC;KLA Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4824801009;;1,00;0,01000;USD;01.06.2017 0:00:00
730;KMB;Kimberly-Clark Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4943681035;;1,00;0,01000;USD;01.06.2017 0:00:00
731;KMI;Kinder Morgan, Inc.;Акции;Акции иностранного эмитента обыкновенные класса P;;US49456B1017;;1,00;0,01000;USD;19.10.2016 0:00:00
732;KMPR;Kemper Corporation;Акции;Акции иностранного эмитента обыкновенные;;US4884011002;;1,00;0,01000;USD;18.05.2020 0:00:00
733;KMT;Kennametal Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4891701009;;1,00;0,01000;USD;04.04.2019 0:00:00
734;KMX;CarMax, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1431301027;;1,00;0,01000;USD;01.06.2017 0:00:00
735;KNSL;Kinsale Capital Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US49714P1084;;1,00;0,01000;USD;29.07.2020 0:00:00
736;KNX;Knight-Swift Transportation Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US4990491049;;1,00;0,01000;USD;04.04.2019 0:00:00
737;KO;THE COCA-COLA COMPANY;Акции;Акции иностранного эмитента обыкновенные;;US1912161007;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
738;KOD;Kodiak Sciences Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50015M1099;;1,00;0,01000;USD;29.07.2020 0:00:00
739;KR;The Kroger Co.;Акции;Акции иностранного эмитента обыкновенные;;US5010441013;;1,00;0,01000;USD;01.06.2017 0:00:00
740;KRG;Kite Realty Group Trust;Акции;Акции иностранного эмитента обыкновенные;;US49803T3005;;1,00;0,01000;USD;21.01.2020 0:00:00
741;KRTX;Karuna Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48576A1007;;1,00;0,01000;USD;29.07.2020 0:00:00
742;KRYS;Krystal Biotech, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5011471027;;1,00;0,01000;USD;29.07.2020 0:00:00
743;KSU;Kansas City Southern;Акции;Акции иностранного эмитента обыкновенные;;US4851703029;;1,00;0,01000;USD;19.10.2016 0:00:00
744;KTB;Kontoor Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50050N1037;;1,00;0,01000;USD;31.05.2019 0:00:00
745;KWR;Quaker Chemical Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7473161070;;1,00;0,01000;USD;29.07.2020 0:00:00
746;KZTK;Joint Stock Company "Kazakhtelecom";Акции;Акции иностранного эмитента обыкновенные;;KZ0009093241;;1,00;1,00000;RUB;07.03.2019 0:00:00
747;L;Loews Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5404241086;;1,00;0,01000;USD;01.06.2017 0:00:00
748;LAD;Lithia Motors, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5367971034;;1,00;0,01000;USD;28.02.2019 0:00:00
749;LANC;Lancaster Colony Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5138471033;;1,00;0,01000;USD;18.05.2020 0:00:00
750;LASR;nLIGHT, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US65487K1007;;1,00;0,01000;USD;31.10.2019 0:00:00
751;LB;L Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5017971046;;1,00;0,01000;USD;01.06.2017 0:00:00
752;LBRDK;Liberty Broadband Corporation;Акции;Акции иностранного эмитента обыкновенные серии C;;US5303073051;;1,00;0,01000;USD;23.12.2020 0:00:00
753;LCII;LCI Industries;Акции;Акции иностранного эмитента обыкновенные;;US50189K1034;;1,00;0,01000;USD;13.10.2020 0:00:00
754;LDOS;Leidos Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5253271028;;1,00;0,01000;USD;18.05.2020 0:00:00
755;LEA;Lear Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5218652049;;1,00;0,01000;USD;31.01.2019 0:00:00
756;LECO;Lincoln Electric Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5339001068;;1,00;0,01000;USD;31.01.2019 0:00:00
757;LEG;Leggett & Platt, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5246601075;;1,00;0,01000;USD;14.06.2017 0:00:00
758;LEGH;Legacy Housing Corporation;Акции;Акции иностранного эмитента обыкновенные;;US52472M1018;;1,00;0,01000;USD;05.08.2019 0:00:00
759;LEN;Lennar Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5260571048;;1,00;0,01000;USD;14.06.2017 0:00:00
760;LEVI;Levi Strauss & Co.;Акции;Акции иностранного эмитента обыкновенные класса A;;US52736R1023;;1,00;0,01000;USD;11.06.2019 0:00:00
761;LFUS;Littelfuse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5370081045;;1,00;0,01000;USD;18.05.2020 0:00:00
762;LGIH;LGI Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50187T1060;;1,00;0,01000;USD;11.06.2019 0:00:00
763;LGND;Ligand Pharmaceuticals Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US53220K5048;;1,00;0,01000;USD;05.08.2019 0:00:00
764;LH;Laboratory Corporation of America Holdings;Акции;Акции иностранного эмитента обыкновенные;;US50540R4092;;1,00;0,01000;USD;01.06.2017 0:00:00
765;LHA@DE;Deutsche Lufthansa Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0008232125;;1,00;0,01000;EUR;01.03.2021 0:00:00
766;LHCG;LHC Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50187A1079;;1,00;0,01000;USD;11.06.2019 0:00:00
767;LHX;L3Harris Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5024311095;;1,00;0,01000;USD;18.05.2017 0:00:00
768;LII;Lennox International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5261071071;;1,00;0,01000;USD;31.01.2019 0:00:00
769;LIN;Linde plc;Акции;Акции иностранного эмитента обыкновенные;;IE00BZ12WP82;;1,00;0,01000;USD;13.11.2018 0:00:00
770;LITE;Lumentum Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55024U1097;;1,00;0,01000;USD;11.06.2019 0:00:00
771;LKQ;LKQ Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5018892084;;1,00;0,01000;USD;31.08.2017 0:00:00
772;LLY;Eli Lilly and Company;Акции;Акции иностранного эмитента обыкновенные;;US5324571083;;1,00;0,01000;USD;01.06.2017 0:00:00
773;LMT;Lockheed Martin Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5398301094;;1,00;0,01000;USD;19.10.2016 0:00:00
774;LNN;Lindsay Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5355551061;;1,00;0,01000;USD;13.10.2020 0:00:00
775;LNT;Alliant Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0188021085;;1,00;0,01000;USD;31.08.2017 0:00:00
776;LNTH;Lantheus Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5165441032;;1,00;0,01000;USD;31.10.2019 0:00:00
777;LOPE;Grand Canyon Education, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US38526M1062;;1,00;0,01000;USD;28.02.2019 0:00:00
778;LOW;Lowe's Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5486611073;;1,00;0,01000;USD;01.06.2017 0:00:00
779;LPLA;LPL Financial Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US50212V1008;;1,00;0,01000;USD;18.05.2020 0:00:00
780;LPSN;LivePerson, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5381461012;;1,00;0,01000;USD;31.10.2019 0:00:00
781;LPX;Louisiana-Pacific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5463471053;;1,00;0,01000;USD;04.12.2020 0:00:00
782;LRCX;Lam Research Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5128071082;;1,00;0,01000;USD;01.06.2017 0:00:00
783;LRN;Stride, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86333M1080;;1,00;0,01000;USD;31.10.2019 0:00:00
784;LSCC;Lattice Semiconductor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5184151042;;1,00;0,01000;USD;04.12.2020 0:00:00
785;LSTR;Landstar System, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5150981018;;1,00;0,01000;USD;18.05.2020 0:00:00
786;LTHM;Livent Corporation ;Акции;Акции иностранного эмитента обыкновенные;;US53814L1089;;1,00;0,01000;USD;07.03.2019 0:00:00
787;LULU;lululemon athletica inc.;Акции;Акции иностранного эмитента обыкновенные;;US5500211090;;1,00;0,01000;USD;31.01.2019 0:00:00
788;LUMN;Lumen Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5502411037;;1,00;0,01000;USD;26.04.2017 0:00:00
789;LUV;Southwest Airlines Co.;Акции;Акции иностранного эмитента обыкновенные;;US8447411088;;1,00;0,01000;USD;19.10.2016 0:00:00
790;LVS;Las Vegas Sands Corp.;Акции;Акции иностранного эмитента обыкновенные;;US5178341070;;1,00;0,01000;USD;31.01.2019 0:00:00
791;LW;Lamb Weston Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5132721045;;1,00;0,01000;USD;18.05.2020 0:00:00
792;LYB;LyondellBasell Industries N.V.;Акции;Акции иностранного эмитента обыкновенные класса A;;NL0009434992;;1,00;0,01000;USD;01.06.2017 0:00:00
793;LYFT;Lyft, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55087P1049;;1,00;0,01000;USD;11.06.2019 0:00:00
794;LYV;Live Nation Entertainment, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5380341090;;1,00;0,01000;USD;05.08.2019 0:00:00
795;M;Macy's, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55616P1049;;1,00;0,01000;USD;01.06.2017 0:00:00
796;MA;Mastercard Incorporated;Акции;Акции иностранного эмитента обыкновенные класса A;;US57636Q1040;;1,00;0,01000;USD;19.10.2016 0:00:00
797;MAA;Mid-America Apartment Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59522J1034;;1,00;0,01000;USD;31.08.2017 0:00:00
798;MAC;The Macerich Company;Акции;Акции иностранного эмитента обыкновенные;;US5543821012;;1,00;0,01000;USD;01.06.2017 0:00:00
799;MAN;ManpowerGroup Inc.;Акции;Акции иностранного эмитента обыкновенные;;US56418H1005;;1,00;0,01000;USD;31.01.2019 0:00:00
800;MANH;Manhattan Associates, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5627501092;;1,00;0,01000;USD;28.02.2019 0:00:00
801;MANT;ManTech International Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5645631046;;1,00;0,01000;USD;28.02.2019 0:00:00
802;MANU;Manchester United plc;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG5784H1065;;1,00;0,01000;USD;05.08.2019 0:00:00
803;MAR;Marriott International, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5719032022;;1,00;0,01000;USD;01.06.2017 0:00:00
804;MAS;Masco Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5745991068;;1,00;0,01000;USD;19.10.2016 0:00:00
805;MASI;Masimo Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5747951003;;1,00;0,01000;USD;11.06.2019 0:00:00
806;MAT;Mattel, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5770811025;;1,00;0,01000;USD;18.05.2017 0:00:00
807;MATX;Matson, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57686G1058;;1,00;0,01000;USD;04.04.2019 0:00:00
808;MBUU;Malibu Boats, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US56117J1007;;1,00;0,01000;USD;31.10.2019 0:00:00
809;MC;Moelis & Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US60786M1053;;1,00;0,01000;USD;18.05.2020 0:00:00
810;MCD;McDonald's Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5801351017;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
811;MCHP;Microchip Technology Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5950171042;;1,00;0,01000;USD;18.05.2017 0:00:00
812;MCK;McKesson Corporation;Акции;Акции иностранного эмитента обыкновенные;;US58155Q1031;;1,00;0,01000;USD;01.06.2017 0:00:00
813;MCO;Moody's Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6153691059;;1,00;0,01000;USD;18.05.2017 0:00:00
814;MCRI;Monarch Casino & Resort, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6090271072;;1,00;0,01000;USD;11.06.2019 0:00:00
815;MD;MEDNAX, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58502B1061;;1,00;0,01000;USD;04.04.2019 0:00:00
816;MDB;MongoDB, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US60937P1066;;1,00;0,01000;USD;05.08.2019 0:00:00
817;MDGL;Madrigal Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5588681057;;1,00;0,01000;USD;31.10.2019 0:00:00
818;MDLA;Medallia, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5840211099;;1,00;0,01000;USD;04.12.2020 0:00:00
819;MDLZ;Mondelez International, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6092071058;;1,00;0,01000;USD;19.10.2016 0:00:00
820;MDRX;Allscripts Healthcare Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US01988P1084;;1,00;0,01000;USD;05.08.2019 0:00:00
821;MDT;Medtronic Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00BTN1Y115;;1,00;0,01000;USD;19.10.2016 0:00:00
822;MDU;MDU Resources Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5526901096;;1,00;0,01000;USD;04.12.2020 0:00:00
823;MED;Medifast, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58470H1014;;1,00;0,01000;USD;18.05.2020 0:00:00
824;MEDP;Medpace Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58506Q1094;;1,00;0,01000;USD;11.06.2019 0:00:00
825;MEI;Methode Electronics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5915202007;;1,00;0,01000;USD;04.04.2019 0:00:00
826;MELI;MercadoLibre, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58733R1023;;1,00;0,01000;USD;31.01.2019 0:00:00
827;MET;MetLife, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59156R1086;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
828;MGLN;Magellan Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5590792074;;1,00;0,01000;USD;28.02.2019 0:00:00
829;MGM;MGM Resorts International;Акции;Акции иностранного эмитента обыкновенные;;US5529531015;;1,00;0,01000;USD;16.12.2020 0:00:00
830;MGRC;McGrath RentCorp;Акции;Акции иностранного эмитента обыкновенные;;US5805891091;;1,00;0,01000;USD;29.07.2020 0:00:00
831;MGY;Magnolia Oil & Gas Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5596631094;;1,00;0,01000;USD;31.10.2019 0:00:00
832;MHK;Mohawk Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6081901042;;1,00;0,01000;USD;14.06.2017 0:00:00
833;MHO;M/I Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55305B1017;;1,00;0,01000;USD;31.10.2019 0:00:00
834;MIDD;The Middleby Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5962781010;;1,00;0,01000;USD;31.01.2019 0:00:00
835;MKC;McCormick & Company, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5797802064;;1,00;0,01000;USD;14.06.2017 0:00:00
836;MKL;Markel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5705351048;;1,00;0,01000;USD;05.08.2019 0:00:00
837;MKSI;MKS Instruments, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55306N1046;;1,00;0,01000;USD;18.05.2020 0:00:00
838;MKTX;MarketAxess Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57060D1081;;1,00;0,01000;USD;31.01.2019 0:00:00
839;MLAB;Mesa Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59064R1095;;1,00;0,01000;USD;29.07.2020 0:00:00
840;MLHR;Herman Miller, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6005441000;;1,00;0,01000;USD;04.04.2019 0:00:00
841;MLM;Martin Marietta Materials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5732841060;;1,00;0,01000;USD;14.06.2017 0:00:00
842;MMC;Marsh & McLennan Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5717481023;;1,00;0,01000;USD;14.06.2017 0:00:00
843;MMI;Marcus & Millichap, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5663241090;;1,00;0,01000;USD;31.10.2019 0:00:00
844;MMM;3M Company;Акции;Акции иностранного эмитента обыкновенные;;US88579Y1010;;1,00;0,01000;USD;19.10.2016 0:00:00
845;MMS;MAXIMUS, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5779331041;;1,00;0,01000;USD;28.02.2019 0:00:00
846;MMSI;Merit Medical Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5898891040;;1,00;0,01000;USD;28.02.2019 0:00:00
847;MNRO;Monro, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6102361010;;1,00;0,01000;USD;18.05.2020 0:00:00
848;MNST;Monster Beverage Corporation;Акции;Акции иностранного эмитента обыкновенные;;US61174X1090;;1,00;0,01000;USD;01.06.2017 0:00:00
849;MO;Altria Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02209S1033;;1,00;0,01000;USD;19.10.2016 0:00:00
850;MODV;ModivCare Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60783X1046;;1,00;0,01000;USD;28.02.2019 0:00:00
851;MOH;Molina Healthcare, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60855R1005;;1,00;0,01000;USD;29.07.2020 0:00:00
852;MORN;Morningstar, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6177001095;;1,00;0,01000;USD;18.05.2020 0:00:00
853;MOS;The Mosaic Company;Акции;Акции иностранного эмитента обыкновенные;;US61945C1036;;1,00;0,01000;USD;14.06.2017 0:00:00
854;MOV;Movado Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6245801062;;1,00;0,01000;USD;28.02.2019 0:00:00
855;MPC;Marathon Petroleum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US56585A1025;;1,00;0,01000;USD;01.06.2017 0:00:00
856;MPWR;Monolithic Power Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6098391054;;1,00;0,01000;USD;18.05.2020 0:00:00
857;MRC;MRC Global Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55345K1034;;1,00;0,01000;USD;31.10.2019 0:00:00
858;MRK;Merck & Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58933Y1055;;1,00;0,01000;USD;19.10.2016 0:00:00
859;MRK@DE;MERCK Kommanditgesellschaft auf Aktien;Акции;Акции иностранного эмитента обыкновенные;;DE0006599905;;1,00;0,01000;EUR;21.08.2020 0:00:00
860;MRNA;Moderna, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60770K1079;;1,00;0,01000;USD;31.10.2019 0:00:00
861;MRO;Marathon Oil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5658491064;;1,00;0,01000;USD;19.10.2016 0:00:00
862;MRTX;Mirati Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60468T1051;;1,00;0,01000;USD;05.08.2019 0:00:00
863;MRVL;Marvell Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5738741041;;1,00;0,01000;USD;29.04.2021 0:00:00
864;MS;Morgan Stanley;Акции;Акции иностранного эмитента обыкновенные;;US6174464486;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
865;MSA;MSA Safety Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5534981064;;1,00;0,01000;USD;18.05.2020 0:00:00
