Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
1;1COV@DE;Covestro AG;Акции;Акции иностранного эмитента обыкновенные;;DE0006062144;;1,00;0,01000;EUR;01.03.2021 0:00:00
2;A;Agilent Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00846U1016;;1,00;0,01000;USD;23.11.2016 0:00:00
3;AA;Alcoa Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0138721065;;1,00;0,01000;USD;23.11.2016 0:00:00
4;AAL;American Airlines Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02376R1023;;1,00;0,01000;USD;18.05.2017 0:00:00
5;AAN;The Aaron’s Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00258W1080;;1,00;0,01000;USD;10.12.2020 0:00:00
6;AAON;AAON, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0003602069;;1,00;0,01000;USD;13.10.2020 0:00:00
7;AAP;Advance Auto Parts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00751Y1064;;1,00;0,01000;USD;23.11.2016 0:00:00
8;AAPL;Apple Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0378331005;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
9;ABBV;AbbVie Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00287Y1091;ESVXFR;1,00;0,01000;USD;28.11.2014 0:00:00
10;ABC;AmerisourceBergen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03073E1055;;1,00;0,01000;USD;18.05.2020 0:00:00
11;ABG;Asbury Automotive Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0434361046;;1,00;0,01000;USD;28.02.2019 0:00:00
12;ABMD;ABIOMED, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0036541003;;1,00;0,01000;USD;04.04.2019 0:00:00
13;ABNB;Airbnb, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0090661010;;1,00;0,01000;USD;10.12.2020 0:00:00
14;ABT;Abbott Laboratories;Акции;Акции иностранного эмитента обыкновенные;;US0028241000;;1,00;0,01000;USD;23.11.2016 0:00:00
15;ACAD;ACADIA Pharmaceuticals Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0042251084;;1,00;0,01000;USD;05.08.2019 0:00:00
16;ACIW;ACI Worldwide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0044981019;;1,00;0,01000;USD;04.12.2020 0:00:00
17;ACM;AECOM;Акции;Акции иностранного эмитента обыкновенные;;US00766T1007;;1,00;0,01000;USD;31.10.2019 0:00:00
18;ACMR;ACM Research, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US00108J1097;;1,00;0,01000;USD;29.07.2020 0:00:00
19;ACN;Accenture plc;Акции;Акции иностранного эмитента обыкновенные класса A;;IE00B4BNMY34;;1,00;0,01000;USD;06.10.2016 0:00:00
20;ADBE;Adobe Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00724F1012;;1,00;0,01000;USD;23.11.2016 0:00:00
21;ADI;Analog Devices, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0326541051;;1,00;0,01000;USD;23.11.2016 0:00:00
22;ADM;Archer-Daniels-Midland Company;Акции;Акции иностранного эмитента обыкновенные;;US0394831020;;1,00;0,01000;USD;23.11.2016 0:00:00
23;ADP;Automatic Data Processing, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0530151036;;1,00;0,01000;USD;23.11.2016 0:00:00
24;ADPT;Adaptive Biotechnologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US00650F1093;;1,00;0,01000;USD;04.12.2020 0:00:00
25;ADS;Alliance Data Systems Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0185811082;;1,00;0,01000;USD;18.05.2017 0:00:00
26;ADS@DE;adidas AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A1EWWW0;;1,00;0,01000;EUR;29.09.2020 0:00:00
27;ADSK;Autodesk, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0527691069;;1,00;0,01000;USD;23.11.2016 0:00:00
28;ADUS;Addus HomeCare Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0067391062;;1,00;0,01000;USD;31.10.2019 0:00:00
29;AEE;Ameren Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0236081024;;1,00;0,01000;USD;31.08.2017 0:00:00
30;AEIS;Advanced Energy Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0079731008;;1,00;0,01000;USD;28.02.2019 0:00:00
31;AEO;American Eagle Outfitters, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02553E1064;;1,00;0,01000;USD;04.12.2020 0:00:00
32;AERI;Aerie Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00771V1089;;1,00;0,01000;USD;31.10.2019 0:00:00
33;AES;The AES Corporation;Акции;Акции иностранного эмитента обыкновенные;;US00130H1059;;1,00;0,01000;USD;23.11.2016 0:00:00
34;AFG;American Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0259321042;;1,00;0,01000;USD;18.05.2020 0:00:00
35;AFL;Aflac Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US0010551028;;1,00;0,01000;USD;23.11.2016 0:00:00
36;AFX@DE;Carl Zeiss Meditec AG;Акции;Акции иностранного эмитента обыкновенные;;DE0005313704;;1,00;0,01000;EUR;21.08.2020 0:00:00
37;AGCO;AGCO Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0010841023;;1,00;0,01000;USD;31.01.2019 0:00:00
38;AGIO;Agios Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00847X1046;;1,00;0,01000;USD;31.10.2019 0:00:00
39;AIG;American International Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0268747849;;1,00;0,01000;USD;06.10.2016 0:00:00
40;AIN;Albany International Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0123481089;;1,00;0,01000;USD;29.07.2020 0:00:00
41;AIR;AAR CORP.;Акции;Акции иностранного эмитента обыкновенные;;US0003611052;;1,00;0,01000;USD;28.02.2019 0:00:00
42;AIRC;Apartment Income REIT Corp.;Акции;Акции иностранного инвестиционного фонда класса A;;US03750L1098;;1,00;0,01000;USD;30.12.2020 0:00:00
43;AIT;Applied Industrial Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03820C1053;;1,00;0,01000;USD;13.10.2020 0:00:00
44;AIV;Apartment Investment & Management Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US03748R7474;;1,00;0,01000;USD;08.12.2020 0:00:00
45;AIZ;Assurant, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04621X1081;;1,00;0,01000;USD;23.11.2016 0:00:00
46;AJG;Arthur J. Gallagher & Co.;Акции;Акции иностранного эмитента обыкновенные;;US3635761097;;1,00;0,01000;USD;31.08.2017 0:00:00
47;AJRD;Aerojet Rocketdyne Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0078001056;;1,00;0,01000;USD;31.10.2019 0:00:00
48;AKAM;Akamai Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00971T1016;;1,00;0,01000;USD;23.11.2016 0:00:00
49;AKZM;“Aktobe Metalware Plant” JSC;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00001288;;1,00;0,10000;RUB;26.09.2016 0:00:00
50;ALB;Albemarle Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0126531013;;1,00;0,01000;USD;31.08.2017 0:00:00
51;ALE;ALLETE, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0185223007;;1,00;0,01000;USD;29.07.2020 0:00:00
52;ALG;Alamo Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0113111076;;1,00;0,01000;USD;29.07.2020 0:00:00
53;ALGN;Align Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0162551016;;1,00;0,01000;USD;31.08.2017 0:00:00
54;ALGT;Allegiant Travel Company;Акции;Акции иностранного эмитента обыкновенные;;US01748X1028;;1,00;0,01000;USD;04.04.2019 0:00:00
55;ALK;Alaska Air Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0116591092;;1,00;0,01000;USD;31.08.2017 0:00:00
56;ALL;The Allstate Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0200021014;;1,00;0,01000;USD;23.11.2016 0:00:00
57;ALLE;Allegion Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00BFRT3W74;;1,00;0,01000;USD;01.06.2017 0:00:00
58;ALLK;Allakos Inc.;Акции;Акции иностранного эмитента обыкновенные;;US01671P1003;;1,00;0,01000;USD;11.06.2019 0:00:00
59;ALLO;Allogene Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0197701065;;1,00;0,01000;USD;31.10.2019 0:00:00
60;ALLY;Ally Financial Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02005N1000;;1,00;0,01000;USD;04.12.2020 0:00:00
61;ALNY;Alnylam Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02043Q1076;;1,00;0,01000;USD;05.08.2019 0:00:00
62;ALRM;Alarm.com Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0116421050;;1,00;0,01000;USD;11.06.2019 0:00:00
63;ALSN;Allison Transmission Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US01973R1014;;1,00;0,01000;USD;31.01.2019 0:00:00
64;ALTR;Altair Engineering Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0213691035;;1,00;0,01000;USD;31.10.2019 0:00:00
65;ALV;Autoliv, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0528001094;;1,00;0,01000;USD;28.02.2019 0:00:00
66;ALV@DE;Allianz SE;Акции;Акции иностранного эмитента обыкновенные;;DE0008404005;;1,00;0,01000;EUR;01.03.2021 0:00:00
67;ALXN;Alexion Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0153511094;;1,00;0,01000;USD;23.11.2016 0:00:00
68;AMAT;Applied Materials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0382221051;;1,00;0,01000;USD;23.11.2016 0:00:00
69;AMCX;AMC Networks Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US00164V1035;;1,00;0,01000;USD;31.01.2019 0:00:00
70;AMD;Advanced Micro Devices, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0079031078;;1,00;0,01000;USD;31.08.2017 0:00:00
71;AME;AMETEK, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0311001004;;1,00;0,01000;USD;06.10.2016 0:00:00
72;AMED;Amedisys, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0234361089;;1,00;0,01000;USD;31.01.2019 0:00:00
73;AMG;Affiliated Managers Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0082521081;;1,00;0,01000;USD;23.11.2016 0:00:00
74;AMGN;Amgen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0311621009;;1,00;0,01000;USD;06.10.2016 0:00:00
75;AMN;AMN Healthcare Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0017441017;;1,00;0,01000;USD;04.04.2019 0:00:00
76;AMP;Ameriprise Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03076C1062;;1,00;0,01000;USD;23.11.2016 0:00:00
77;AMSF;AMERISAFE, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03071H1005;;1,00;0,01000;USD;29.07.2020 0:00:00
78;AMT;American Tower Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03027X1000;;1,00;0,01000;USD;23.11.2016 0:00:00
79;AMWD;American Woodmark Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0305061097;;1,00;0,01000;USD;28.02.2019 0:00:00
80;AMZN;Amazon.com, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0231351067;ESVUFR;1,00;0,01000;USD;06.10.2015 0:00:00
81;AN;AutoNation, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05329W1027;;1,00;0,01000;USD;23.11.2016 0:00:00
82;ANAB;AnaptysBio, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0327241065;;1,00;0,01000;USD;11.06.2019 0:00:00
83;ANDE;The Andersons, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0341641035;;1,00;0,01000;USD;04.04.2019 0:00:00
84;ANET;Arista Networks, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0404131064;;1,00;0,01000;USD;31.01.2019 0:00:00
85;ANF;Abercrombie & Fitch Co.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0028962076;;1,00;0,01000;USD;04.12.2020 0:00:00
86;ANGI;Angi Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US00183L1026;;1,00;0,01000;USD;31.10.2019 0:00:00
87;ANIK;Anika Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0352551081;;1,00;0,01000;USD;04.04.2019 0:00:00
88;ANIP;ANI Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00182C1036;;1,00;0,01000;USD;31.10.2019 0:00:00
89;ANSS;ANSYS, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03662Q1058;;1,00;0,01000;USD;31.08.2017 0:00:00
90;ANTM;Anthem, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0367521038;;1,00;0,01000;USD;01.06.2017 0:00:00
91;AON;Aon plc;Акции;Акции иностранного эмитента обыкновенные класса A;;IE00BLP1HW54;;1,00;0,01000;USD;03.04.2020 0:00:00
92;AOS;A. O. Smith Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8318652091;;1,00;0,01000;USD;31.01.2019 0:00:00
93;AOUT;American Outdoor Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02875D1090;;1,00;0,01000;USD;27.08.2020 0:00:00
94;APA;APA Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03743Q1085;;1,00;0,01000;USD;09.03.2021 0:00:00
95;APD;Air Products & Chemicals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0091581068;;1,00;0,01000;USD;23.11.2016 0:00:00
96;APEI;American Public Education, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02913V1035;;1,00;0,01000;USD;11.06.2019 0:00:00
97;APH;Amphenol Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0320951017;;1,00;0,01000;USD;23.11.2016 0:00:00
98;APLE;Apple Hospitality REIT, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03784Y2000;;1,00;0,01000;USD;21.01.2020 0:00:00
99;APLT;Applied Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03828A1016;;1,00;0,01000;USD;13.10.2020 0:00:00
100;APPF;AppFolio, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US03783C1009;;1,00;0,01000;USD;31.10.2019 0:00:00
101;APPN;Appian Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US03782L1017;;1,00;0,01000;USD;31.10.2019 0:00:00
102;APPS;Digital Turbine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25400W1027;;1,00;0,01000;USD;04.12.2020 0:00:00
103;APTV;Aptiv PLC ;Акции;Акции иностранного эмитента обыкновенные;;JE00B783TY65;;1,00;0,01000;USD;26.04.2017 0:00:00
104;ARCC;Ares Capital Corporation;Акции;Акции иностранного эмитента обыкновенные;;US04010L1035;;1,00;0,01000;USD;04.12.2020 0:00:00
105;ARCT;Arcturus Therapeutics Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03969T1097;;1,00;0,01000;USD;13.10.2020 0:00:00
106;ARE;Alexandria Real Estate Equities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0152711091;;1,00;0,01000;USD;31.08.2017 0:00:00
107;ARMK;Aramark;Акции;Акции иностранного эмитента обыкновенные;;US03852U1060;;1,00;0,01000;USD;04.04.2019 0:00:00
108;ARNA;Arena Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0400476075;;1,00;0,01000;USD;31.10.2019 0:00:00
109;ARNC;Arconic Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03966V1070;;1,00;0,01000;USD;03.04.2020 0:00:00
110;ARQT;Arcutis Biotherapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03969K1088;;1,00;0,01000;USD;04.12.2020 0:00:00
111;ARVN;Arvinas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04335A1051;;1,00;0,01000;USD;29.07.2020 0:00:00
112;ARW;Arrow Electronics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0427351004;;1,00;0,01000;USD;11.06.2019 0:00:00
113;ARWR;Arrowhead Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04280A1007;;1,00;0,01000;USD;05.08.2019 0:00:00
114;ASGN;ASGN Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US00191U1025;;1,00;0,01000;USD;28.02.2019 0:00:00
115;ASH;Ashland Global Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0441861046;;1,00;0,01000;USD;31.01.2019 0:00:00
116;ASIX;AdvanSix Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00773T1016;;1,00;0,01000;USD;11.06.2019 0:00:00
117;ATEX;Anterix Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03676C1009;;1,00;0,01000;USD;13.10.2020 0:00:00
118;ATGE;Adtalem Global Education Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00737L1035;;1,00;0,01000;USD;11.06.2019 0:00:00
119;ATKR;Atkore Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0476491081;;1,00;0,01000;USD;05.08.2019 0:00:00
120;ATNI;ATN International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00215F1075;;1,00;0,01000;USD;29.07.2020 0:00:00
121;ATR;AptarGroup, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0383361039;;1,00;0,01000;USD;18.05.2020 0:00:00
122;ATRA;Atara Biotherapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0465131078;;1,00;0,01000;USD;31.10.2019 0:00:00
123;ATRC;AtriCure, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04963C2098;;1,00;0,01000;USD;13.10.2020 0:00:00
124;ATRI;Atrion Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0499041053;;1,00;0,01000;USD;28.02.2019 0:00:00
125;ATRO;Astronics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0464331083;;1,00;0,01000;USD;04.04.2019 0:00:00
126;ATUS;Altice USA, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156K1034;;1,00;0,01000;USD;05.08.2019 0:00:00
127;ATVI;Activision Blizzard, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00507V1098;;1,00;0,01000;USD;23.11.2016 0:00:00
128;AVA;Avista Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05379B1070;;1,00;0,01000;USD;04.12.2020 0:00:00
129;AVAV;AeroVironment, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0080731088;;1,00;0,01000;USD;31.01.2019 0:00:00
130;AVB;AvalonBay Communities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0534841012;;1,00;0,01000;USD;23.11.2016 0:00:00
131;AVGO;Broadcom Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11135F1012;;1,00;0,01000;USD;16.04.2018 0:00:00
132;AVLR;Avalara, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05338G1067;;1,00;0,01000;USD;05.08.2019 0:00:00
133;AVNS;Avanos Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05350V1061;;1,00;0,01000;USD;11.06.2019 0:00:00
134;AVNT;Avient Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05368V1061;;1,00;0,01000;USD;04.04.2019 0:00:00
135;AVT;Avnet, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0538071038;;1,00;0,01000;USD;04.12.2020 0:00:00
136;AVTR;Avantor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05352A1007;;1,00;0,01000;USD;04.12.2020 0:00:00
137;AVY;Avery Dennison Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0536111091;;1,00;0,01000;USD;23.11.2016 0:00:00
138;AWI;Armstrong World Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04247X1028;;1,00;0,01000;USD;28.02.2019 0:00:00
139;AWK;American Water Works Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0304201033;;1,00;0,01000;USD;18.05.2020 0:00:00
140;AWR;American States Water Company;Акции;Акции иностранного эмитента обыкновенные;;US0298991011;;1,00;0,01000;USD;28.02.2019 0:00:00
141;AX;Axos Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465C1009;;1,00;0,01000;USD;31.10.2019 0:00:00
142;AXGN;Axogen, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05463X1063;;1,00;0,01000;USD;31.10.2019 0:00:00
143;AXON;Axon Enterprise, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464C1018;;1,00;0,01000;USD;11.06.2019 0:00:00
144;AXP;American Express Company;Акции;Акции иностранного эмитента обыкновенные;;US0258161092;;1,00;0,01000;USD;06.10.2016 0:00:00
145;AXSM;Axsome Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464T1043;;1,00;0,01000;USD;05.08.2019 0:00:00
146;AYI;Acuity Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00508Y1029;;1,00;0,01000;USD;31.08.2017 0:00:00
147;AYX;Alteryx, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156B1035;;1,00;0,01000;USD;04.04.2019 0:00:00
148;AZO;AutoZone, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0533321024;;1,00;0,01000;USD;23.11.2016 0:00:00
149;AZPN;Aspen Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0453271035;;1,00;0,01000;USD;11.06.2019 0:00:00
150;BA;THE BOEING COMPANY;Акции;Акции иностранного эмитента обыкновенные;;US0970231058;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
151;BAC;Bank of America Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0605051046;ESVUFR;1,00;0,01000;USD;28.11.2014 0:00:00
152;BAH;Booz Allen Hamilton Holding Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0995021062;;1,00;0,01000;USD;31.01.2019 0:00:00
153;BAND;Bandwidth Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05988J1034;;1,00;0,01000;USD;11.06.2019 0:00:00
154;BAS@DE;BASF SE;Акции;Акции иностранного эмитента обыкновенные;;DE000BASF111;;1,00;0,01000;EUR;01.03.2021 0:00:00
155;BAST;JSC “BAST”;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00001015;;1,00;0,10000;RUB;26.09.2016 0:00:00
156;BAX;Baxter International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0718131099;;1,00;0,01000;USD;23.11.2016 0:00:00
157;BAYN@DE;Bayer Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE000BAY0017;;1,00;0,01000;EUR;29.09.2020 0:00:00
158;BBBY;Bed Bath & Beyond Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0758961009;;1,00;0,01000;USD;23.11.2016 0:00:00
159;BBIO;BridgeBio Pharma, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10806X1028;;1,00;0,01000;USD;04.12.2020 0:00:00
160;BBSI;Barrett Business Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0684631080;;1,00;0,01000;USD;28.02.2019 0:00:00
161;BBY;Best Buy Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0865161014;;1,00;0,01000;USD;23.11.2016 0:00:00
162;BC;Brunswick Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1170431092;;1,00;0,01000;USD;31.01.2019 0:00:00
163;BCO;The Brink's Company;Акции;Акции иностранного эмитента обыкновенные;;US1096961040;;1,00;0,01000;USD;28.02.2019 0:00:00
164;BCPC;Balchem Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0576652004;;1,00;0,01000;USD;31.10.2019 0:00:00
165;BDC;Belden Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0774541066;;1,00;0,01000;USD;28.02.2019 0:00:00
166;BDTX;Black Diamond Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09203E1055;;1,00;0,01000;USD;29.07.2020 0:00:00
167;BDX;Becton, Dickinson and Company;Акции;Акции иностранного эмитента обыкновенные;;US0758871091;;1,00;0,01000;USD;23.11.2016 0:00:00
168;BECN;Beacon Roofing Supply, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0736851090;;1,00;0,01000;USD;11.06.2019 0:00:00
169;BEN;Franklin Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3546131018;;1,00;0,01000;USD;23.11.2016 0:00:00
170;BERY;Berry Global Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08579W1036;;1,00;0,01000;USD;28.02.2019 0:00:00
171;BF.B;Brown-Forman Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;US1156372096;;1,00;0,01000;USD;23.11.2016 0:00:00
172;BFAM;Bright Horizons Family Solutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1091941005;;1,00;0,01000;USD;11.06.2019 0:00:00
173;BGS;B&G Foods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05508R1068;;1,00;0,01000;USD;04.12.2020 0:00:00
174;BH;Biglari Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US08986R3093;;1,00;0,01000;USD;04.04.2019 0:00:00
175;BHF;Brighthouse Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10922N1037;;1,00;0,01000;USD;31.08.2017 0:00:00
176;BIG;Big Lots, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0893021032;;1,00;0,01000;USD;31.01.2019 0:00:00
177;BIIB;Biogen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09062X1037;;1,00;0,01000;USD;06.10.2016 0:00:00
178;BILL;Bill.com Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0900431000;;1,00;0,01000;USD;29.07.2020 0:00:00
179;BIO;Bio-Rad Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0905722072;;1,00;0,01000;USD;31.01.2019 0:00:00
180;BJ;BJ's Wholesale Club Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05550J1016;;1,00;0,01000;USD;04.12.2020 0:00:00
181;BJRI;BJ's Restaurants, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09180C1062;;1,00;0,01000;USD;28.02.2019 0:00:00
182;BK;The Bank of New York Mellon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0640581007;;1,00;0,01000;USD;23.11.2016 0:00:00
183;BKI;Black Knight, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09215C1053;;1,00;0,01000;USD;04.04.2019 0:00:00
184;BKNG;Booking Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09857L1089;;1,00;0,01000;USD;14.06.2017 0:00:00
